Name,Phone,City,Neighborhood,Address,Gmaps_URL,Plus_Code,Lat,Lng,
Pharmacie SOUIHLA,+212 5376-43036,Temara,,"25, Elhachmiya1، Temara 12010, Maroc","https://www.google.com/maps/place/Pharmacie+Islah/@33.9061364,-6.9695549,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda7129b95230c99:0xa9a5e81dac0df3e9!8m2!3d33.9061364!4d-6.934536?hl=en","W348+F5 Temara, Morocco","33,9061364","-6,934536","33,9061364-6,934536"
صيدلية تيرت Pharmacie tayert,+212 5376-42975,Témara 12010,,"Lot Alhachmia Ii, N°226, 12010, Témara 12010, Maroc","https://www.google.com/maps/place/Pharmacie+Annaou+Rasse/@33.929956,-6.9493589,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda7129b95230c99:0x7062b7ad5dadbcfb!8m2!3d33.929956!4d-6.91434?hl=en",,"33,929956","-6,91434","33,929956-6,91434"
Pharmacie Sidi Youssef,+212 5376-42712,Temara,,"62 Avenue Mohamed V, Témara 12010, Maroc","https://www.google.com/maps/place/Pharmacie+Andaloussi/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d81d4546cd5:0xa03d31038d856655!8m2!3d33.916955!4d-6.9201667?hl=en","W38H+QW Temara, Morocco","33,916955","-6,9201667","33,916955-6,9201667"
Pharmacie Siham,+212 5376-42040,Temara,,"Avenue Tarik Ibn Ziad, Témara, Maroc","https://www.google.com/maps/place/Pharmacie+Tarik+Ibn+Ziad/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda7128bb3e9d0a5:0x2450f7188799b3f6!8m2!3d33.9184755!4d-6.9030801?hl=en","W39W+9Q Temara, Morocco","33,9184755","-6,9030801","33,9184755-6,9030801"
Pharmacie Sidi Othmane,+212 5376-41870,Temara,,"Résidence Rif 3 Bloc 1 Fouarat, Témara, Maroc","https://www.google.com/maps/place/PHARMACIE+BENSAID/@33.9016401,-6.9539292,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda71277bb406ef9:0xef60ba4718e2e439!8m2!3d33.9016401!4d-6.9189103?hl=en","W32J+MC Temara, Morocco","33,9016401","-6,9189103","33,9016401-6,9189103"
Pharmacie Tabriquet,+212 5376-41656,Temara,,"164 lotissement sidi mghar، Temara 12000, Maroc","https://www.google.com/maps/place/Pharmacie+El+Fadi/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d7b1b6e012d:0xe1caadeea013d05b!8m2!3d33.9222889!4d-6.9295905?hl=en","W3CC+W5 Temara, Morocco","33,9222889","-6,9295905","33,9222889-6,9295905"
Pharmacie Sidi Belkas,+212 5376-41458,Temara,,"Avenue du Caire, Témara, Maroc","https://www.google.com/maps/place/Abu+Huraira+Pharmacy/@30.495184,-17.5733055,4z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda7127c205dd407:0x2f19634ee86129ca!8m2!3d33.9107113!4d-6.9155459?hl=en","W36M+7Q Temara, Morocco","33,9107113","-6,9155459","33,9107113-6,9155459"
Pharmacie Slaoui,+212 5376-41267,Temara,,"13 Avenue Hassan I Residence Ennasr Ii, Skhirat Temara, Témara 12000, Maroc","https://www.google.com/maps/place/Pharmacie+Fath+El+Kheir/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d9cee629fb9:0x2cfdc27a036a8420!8m2!3d33.9099201!4d-6.9334936?hl=en","W358+XJ Temara, Morocco","33,9099201","-6,9334936","33,9099201-6,9334936"
Pharmacie tafrant صيدلية تافرانت,+212 5376-40970,Temara,,"Km 6، Temara 12000, Maroc","https://www.google.com/maps/place/Pharmacie+Mers+El+Kheir/@33.8707721,-6.9536595,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda7129b95230c99:0xf7434cabd2760284!8m2!3d33.8707721!4d-6.9186406?hl=en","V3CJ+8G Temara, Morocco","33,8707721","-6,9186406","33,8707721-6,9186406"
Pharmacie SOLB,+212 5376-40829,Temara,,"Temara, Maroc","https://www.google.com/maps/place/Pharmacie+Safaa/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d86defdd3b5:0x734fa826482293d6!8m2!3d33.9074924!4d-6.9237742?hl=en","W34G+XF Temara, Morocco","33,9074924","-6,9237742","33,9074924-6,9237742"
Pharmacie Tabarin,+212 5376-40764,Temara,,"Lostissemnet Laayoune، Avenue Mohamed VI, Temara, Maroc","https://www.google.com/maps/place/Pharmacie+Essaada/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d6aee5131a9:0x1ca54c5587377c43!8m2!3d33.9336122!4d-6.9405162?hl=en","W3M5+CQ Temara, Morocco","33,9336122","-6,9405162","33,9336122-6,9405162"
Pharmacie Sidi Bennour,+212 5376-40531,Temara,,"Hay El Ghazali ,Rue Jamâa Al Azhar N°34, Témara, Maroc","https://www.google.com/maps/place/Pharmacie+Roudani/@34.2496806,-6.8673038,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Kenitra+Morocco!6e2!3m4!1s0xda71281299a21f5:0xfe560ccedaa6a4d8!8m2!3d33.9176096!4d-6.9156557?hl=en","W39M+2P Temara, Morocco","33,9176096","-6,9156557","33,9176096-6,9156557"
Pharmacie sidi dahbi,+212 5376-40443,Temara,,"12000, Temara 12000, Maroc","https://www.google.com/maps/place/Pharmacie+Khizrane/@33.9220252,-6.9575137,13z/data=!4m8!1m2!2m1!1sPharmacies+in+Temara+Morocco!3m4!1s0xda71286dd3a7c8f:0x9e9d4c8558803d4f!8m2!3d33.9181886!4d-6.9143194?hl=en","W39P+77 Temara, Morocco","33,9181886","-6,9143194","33,9181886-6,9143194"
Pharmacie Skalliصيدلية الصقلي,+212 5376-40424,Temara,,"Temara, Maroc","https://www.google.com/maps/place/Pharmacie+Noufa/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d772e4c2b05:0x1e019eb640458aef!8m2!3d33.9187643!4d-6.9338078?hl=en","W398+GF Temara, Morocco","33,9187643","-6,9338078","33,9187643-6,9338078"
Pharmacie Sidi Boumdien,+212 5376-40218,Temara,,"Boulevard Gaza,Résidence Azzahra,Immeuble A,quartier Alwifak, Temara, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D8%B1%D9%83%D8%A9%E2%80%AD/@33.9220252,-6.9575137,13z/data=!4m8!1m2!2m1!1sPharmacies+in+Temara+Morocco!3m4!1s0xda70d6e5b3d8977:0x6cd3bd1673206848!8m2!3d33.9268844!4d-6.9351995?hl=en","W3G7+QW Temara, Morocco","33,9268844","-6,9351995","33,9268844-6,9351995"
Pharmacie Les Orangers,+212 5376-39525,Rabat,,"Rabat, Maroc","https://www.google.com/maps/place/Pharmacie+Al+Waha/@33.9804611,-6.9233546,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda76b457c85c809:0xcba77027d00defa5!8m2!3d33.9757064!4d-6.8222301?hl=en","X5GH+74 Rabat, Morocco","33,9757064","-6,8222301","33,9757064-6,8222301"
Pharmacie LAILA SANTÉ,+212 5376-39371,Rabat,,"4.2 Km Bd Mohammed Vi, Mega Mall, 10170, Rabat 10170, Maroc","https://www.google.com/maps/place/Pharmacie+Mega+Mall/@33.967765,-6.8651299,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda76b871f50c5c1:0xe6efbae2b20a8469!8m2!3d33.967765!4d-6.830111?hl=en","X599+4X Rabat, Morocco","33,967765","-6,830111","33,967765-6,830111"
Pharmacie lake,+212 5376-36864,Rabat,,"Rue Zerhoune, Rabat, Maroc","https://www.google.com/maps/place/PHARMACIE+BENJELLOUN/@33.9881861,-6.8957512,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda76caad6ccbd43:0xec25adddcc358f74!8m2!3d33.9639123!4d-6.8374499?hl=en","X577+H2 Rabat, Morocco","33,9639123","-6,8374499","33,9639123-6,8374499"
Pharmacie labita صيدلية لابيطا,+212 5376-36684,Rabat,,"Avenue Med. Belhassan Ouazzani Ang. Rue Oulad Boutabet Lotiss. Bouknadel, 10170, Rabat 10170, Maroc","https://www.google.com/maps/place/Pharmacie+Annouzha/@33.9877348,-6.8928387,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda714ca77e50c93:0x51915f9e1778d87e!8m2!3d33.961255!4d-6.813628?hl=en","X56P+GG Rabat, Morocco","33,961255","-6,813628","33,961255-6,813628"
Pharmacie Lazrek,+212 5376-31224,Rabat,,"115, Bd Houmane Al Fétouaki, 10180, Rabat 10180, Maroc","https://www.google.com/maps/place/Pharmacie+De+L'Aviation/@33.9838522,-6.8873992,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda76b871f50c5c1:0xb58ab3d6cc8cb7e1!8m2!3d33.9894888!4d-6.8179196?hl=en","X5QJ+QR Rabat, Morocco","33,9894888","-6,8179196","33,9894888-6,8179196"
Pharmacie Lacacia صيدلية لاكاسيا,+212 5376-30706,Rabat,,"155 Avenue Med VI - Route de Zaers, R401, Rabat 10000, Maroc","https://www.google.com/maps/place/Pharmacie+La+Pin%C3%A8de/@33.9780853,-6.8948274,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda76b5d8b7a2197:0x1e3f43a9cd450ce8!8m2!3d33.985846!4d-6.828255?hl=en","X5PC+8M Rabat, Morocco","33,985846","-6,828255","33,985846-6,828255"
Pharmacie Leghzaoui,+212 5376-30417,Rabat,,"Rabat, Maroc","https://www.google.com/maps/place/Pharmacie+Doum/@33.9850792,-6.9282303,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda76b0d435b0b37:0x9ab1854a848b4d63!8m2!3d33.9988678!4d-6.8126272?hl=en","X5XP+GW Rabat, Morocco","33,9988678","-6,8126272","33,9988678-6,8126272"
Pharmacie Les Fleurs,+212 5376-30404,Rabat,,jnane souissi، Maroc,"https://www.google.com/maps/place/Pharmacy+Jnane+Souissi/@33.9802963,-6.8917971,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Rabat+Morocco!6e2!3m4!1s0xda7135ba96d194f:0xe1133f9ef7c801ef!8m2!3d33.9488044!4d-6.8434846?hl=en","W5X4+GJ Rabat, Morocco","33,9488044","-6,8434846","33,9488044-6,8434846"
Pharmacie Taiba,+212 5376-28481,Témara 12050,,"Souk El Had, Lot N°2, Commune Sebbah, Skhirate, Témara 12050, Maroc","https://www.google.com/maps/place/Pharmacie+Sebbah/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda7129b95230c99:0xffd58ad9e9e374b8!8m2!3d33.929956!4d-6.91434?hl=en",,"33,929956","-6,91434","33,929956-6,91434"
Pharmacie Sijilmassa,+212 5376-28097,Temara,,"Unnamed Road, Témara, Maroc","https://www.google.com/maps/place/Pharmacie+Trik+Elfellah/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d53d9cb4a27:0xbde4df4abad651a2!8m2!3d33.9139261!4d-6.9618887?hl=en","W27Q+H6 Temara, Morocco","33,9139261","-6,9618887","33,9139261-6,9618887"
Pharmacie Smimou,+212 5376-27568,Temara,,"222, Boulevard Moulay Abdallah, résidence Monique, Témara, Maroc","https://www.google.com/maps/place/Pharmacie+Guyville+(Pharmacie+Principale+Harhoura+)/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d157396f7f1:0x822a0d4f55b1f6be!8m2!3d33.9368386!4d-6.9458238?hl=en","W3P3+PM Temara, Morocco","33,9368386","-6,9458238","33,9368386-6,9458238"
Pharmacie Sidi Dahmane,+212 5376-27184,Temara,,"lotissement Nakhil n°22 Wifaq, Témara, Maroc","https://www.google.com/maps/place/PHARMACIE+SAMI/@33.9220252,-6.9575137,13z/data=!4m8!1m2!2m1!1sPharmacies+in+Temara+Morocco!3m4!1s0xda70d756d4d7e4d:0x64636a8ad0b0a3c7!8m2!3d33.9146745!4d-6.9404136?hl=en","W375+VR Temara, Morocco","33,9146745","-6,9404136","33,9146745-6,9404136"
Pharmacie Skikina,+212 5376-26779,Temara,,"Complexe Commercial Sid El Abed N°4, Témara, Maroc","https://www.google.com/maps/place/PHARMACIE+SABLES+D'OR/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70cf96632168f:0x2295c0502a3ee00c!8m2!3d33.9164872!4d-6.9707608?hl=en","W28H+HM Temara, Morocco","33,9164872","-6,9707608","33,9164872-6,9707608"
Pharmacie Sidqui,+212 5376-26739,Temara,,"Unnamed Road, Temara, Maroc","https://www.google.com/maps/place/Pharmacie+Izdihar+-+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A5%D8%B2%D8%AF%D9%87%D8%A7%D8%B1%E2%80%AD/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d0c9e2f7773:0x38198f85efc43dfe!8m2!3d33.9116267!4d-6.9698736?hl=en","W26J+M3 Temara, Morocco","33,9116267","-6,9698736","33,9116267-6,9698736"
Pharmacie Sondos,+212 5376-26645,Temara,,"Temara 12000, Maroc","https://www.google.com/maps/place/Pharmacie+le+rivage/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d1a240d6fc3:0x6b226714d6368856!8m2!3d33.9287073!4d-6.9548394?hl=en","W2HW+F3 Temara, Morocco","33,9287073","-6,9548394","33,9287073-6,9548394"
Pharmacie Sinouh,+212 5376-26425,Temara,,"12040, Temara 12040, Maroc","https://www.google.com/maps/place/Pharmacie+Le+Littoral+-+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%B3%D8%A7%D8%AD%D9%84%E2%80%AD/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d140b8d4b4f:0xb653e35e9292f0f9!8m2!3d33.9299024!4d-6.9466625?hl=en","W3H3+X8 Temara, Morocco","33,9299024","-6,9466625","33,9299024-6,9466625"
Pharmacie Slawi,+212 5376-22710,Temara,,"Lot N°80, Résidence Annasr, Avenue Hassan II, Témara, Maroc","https://www.google.com/maps/place/Pharmacie+Centrale+Annasr/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d8e30537cb1:0xf6c6833afd7d86ec!8m2!3d33.8994532!4d-6.9307056?hl=en","V3X9+QP Temara, Morocco","33,8994532","-6,9307056","33,8994532-6,9307056"
Pharmacie Taddart,+212 5376-22291,Temara,,"Temara, Maroc","https://www.google.com/maps/place/PHARMACIE+HIND/@33.895893,-6.9706719,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d93ea1ccc11:0x9bbfdc3489726bef!8m2!3d33.895893!4d-6.935653?hl=en","V3W7+9P Temara, Morocco","33,895893","-6,935653","33,895893-6,935653"
صيدلية بوصحابة Pharmacie Boushaba,+212 5376-20983,Temara,,"2, Cplxe C Aïn Al Hayat, Av Hassane Ii, 12050 Skhirate, Témara 12050, Maroc","https://www.google.com/maps/place/Pharmacie+Mahassine/@33.8448753,-7.1881911,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Skhirate+Morocco!6e2!3m4!1s0xda70d7ec25ff809:0xa5295325d545cecf!8m2!3d33.917806!4d-6.925025?hl=en","W39F+4X Temara, Morocco","33,917806","-6,925025","33,917806-6,925025"
Pharmacie Oumelloul صيدلية اوملول,+212 5376-20624,Skhirat,,"Skhirat, Maroc","https://www.google.com/maps/place/PHARMACIE+AL+HAY+AL+JADID/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda709643c3b082b:0x10b48d3901bc0f06!8m2!3d33.8605433!4d-7.018414?hl=en","VX6J+6J Skhirat, Morocco","33,8605433","-7,018414","33,8605433-7,018414"
Pharmacie Oussaden صيدلية أوسادن,+212 5376-20558,Skhirat,,"N1, Skhirat 12050, Maroc","https://www.google.com/maps/place/Pharmacie+l'erac/@33.8449495,-7.0831235,13z/data=!4m8!1m2!2m1!1sPharmacies+in+Skhirate+Morocco!3m4!1s0xda709700ec9912d:0x775a964d1cba3221!8m2!3d33.8517823!4d-7.0400461?hl=en","VX25+PX Skhirat, Morocco","33,8517823","-7,0400461","33,8517823-7,0400461"
Pharmacie Palestine,+212 5376-20376,Skhirat,,"ain hayat 3 n 333، Skhirat, Maroc","https://www.google.com/maps/place/PHARMACIE+ACHOKR/@33.8449495,-7.0831235,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Skhirate+Morocco!6e2!3m4!1s0xda709436dde45f7:0x714be4e2666aaa89!8m2!3d33.8510515!4d-7.0239839?hl=en","VX2G+CC Skhirat, Morocco","33,8510515","-7,0239839","33,8510515-7,0239839"
Pharmacie palestine صيدلية فلسطين,+212 5376-20062,Skhirat,,"5, imm zaakouni , rte ain arroz, Skhirat 12050, Maroc","https://www.google.com/maps/place/Pharmacie+A%C3%AFn+Arroz/@33.8449495,-7.0831235,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Skhirate+Morocco!6e2!3m4!1s0xda7094179ee87d9:0xc819c77045930d37!8m2!3d33.8508669!4d-7.0351244?hl=en","VX27+8X Skhirat, Morocco","33,8508669","-7,0351244","33,8508669-7,0351244"
صيدلية بيتي (Pharmacie bayti),+212 5376-20005,Temara,,"Rte De La Plage-Behhara, Skhirate, Témara 12050, Maroc","https://www.google.com/maps/place/Pharmacie+L'Amphitrite/@33.8448753,-7.1881911,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Skhirate+Morocco!6e2!3m4!1s0xda7127f27ff53cb:0xd88e17747ac121ee!8m2!3d33.909709!4d-6.918232?hl=en","W35J+VP Temara, Morocco","33,909709","-6,918232","33,909709-6,918232"
Pharmacie Prestige,+212 5376-19778,Tamesna,,"Gr 9 n°39 Annour، Tamesna, Maroc","https://www.google.com/maps/place/Pharmacie+Masjid+Annour/@33.8448753,-7.1881911,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Skhirate+Morocco!6e2!3m4!1s0xda70e3df5bb58c7:0x31a53a59e1aaa1e5!8m2!3d33.8468337!4d-6.9359057?hl=en","R3W7+PJ Tamesna, Morocco","33,8468337","-6,9359057","33,8468337-6,9359057"
Pharmacie Pont Benkhirane,+212 5376-19459,Tamesna,,"n°101, résidence Annajah,, Tamesna, Maroc","https://www.google.com/maps/place/Pharmacie+Sendid/@34.2496806,-6.8673038,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Kenitra+Morocco!6e2!3m4!1s0xda70e28ac0bf8a7:0x209ae5a965a0e7cb!8m2!3d33.8360042!4d-6.9260017?hl=en","R3PF+CH Tamesna, Morocco","33,8360042","-6,9260017","33,8360042-6,9260017"
Pharmacie prestige,+212 5376-19232,Tamesna,,"P4036, Tamesna, Maroc","https://www.google.com/maps/place/Community+Pharmacy/@33.8448753,-7.1881911,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Skhirate+Morocco!6e2!3m4!1s0xda711cc38985e17:0x574f88398ea51706!8m2!3d33.8305467!4d-6.9065809?hl=en","R3JV+69 Tamesna, Morocco","33,8305467","-6,9065809","33,8305467-6,9065809"
Pharmacie prestige,+212 5376-19092,Tamesna,,"Avenue Yaakoub Al Mansour, Tamesna, Maroc","https://www.google.com/maps/place/Pharmacie+Principale/@33.8448753,-7.1881911,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Skhirate+Morocco!6e2!3m4!1s0xda711d6a22feca1:0x64d44c08c0e50880!8m2!3d33.830415!4d-6.9131138?hl=en","R3JP+5Q Tamesna, Morocco","33,830415","-6,9131138","33,830415-6,9131138"
Pharmacie Pont BLONDIN,+212 5376-19058,Tamesna,,"Tamesna, Maroc","https://www.google.com/maps/place/Pharmacie+Sidi+Yahia+Zaer/@33.8265394,-6.9383155,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda711cb34d503f7:0xf7c9ded62737b999!8m2!3d33.8265394!4d-6.9032966?hl=en","R3GW+JM Tamesna, Morocco","33,8265394","-6,9032966","33,8265394-6,9032966"
Pharmacie Sofia,+212 5376-17929,Temara,,"Temara, Maroc","https://www.google.com/maps/place/Pharmacie+ERRACHAD/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d79f35b60b3:0xec102df6fd7540fe!8m2!3d33.9189485!4d-6.9305341?hl=en","W399+HQ Temara, Morocco","33,9189485","-6,9305341","33,9189485-6,9305341"
Pharmacie Sidi Massôud,+212 5376-17489,Temara,,"Carrefour Market Hay El Wifak, Boulevard Al Khansae, Témara, Maroc","https://www.google.com/maps/place/Pharmacie+MALAK/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d65ccd08843:0x867abeeba32ef9d7!8m2!3d33.9296906!4d-6.9290032?hl=en","W3HC+V9 Temara, Morocco","33,9296906","-6,9290032","33,9296906-6,9290032"
Pharmacie Siham,+212 5376-16641,Temara,,"Temara, Maroc","https://www.google.com/maps/place/Yahya+Pharmacy/@33.8946156,-6.9670862,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d927c14b4cf:0x7c7a139901291866!8m2!3d33.8946156!4d-6.9320673?hl=en","V3V9+R5 Temara, Morocco","33,8946156","-6,9320673","33,8946156-6,9320673"
Pharmacie Sidi Hsein,+212 5376-16589,Temara,,"1319 Lotissement Wifak Projet Erac, Skhirat Temara, Témara 12000, Maroc","https://www.google.com/maps/place/Pharmacie+Jorio/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda7129b95230c99:0x195a470b2e3a0798!8m2!3d33.9216063!4d-6.9343163?hl=en","W3C8+J7 Temara, Morocco","33,9216063","-6,9343163","33,9216063-6,9343163"
Pharmacie Sidi Slimane Moul AL kifane,+212 5376-16568,Temara,,"12000, Temara 12000, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D8%A9+%D8%BA%D9%8A%D8%AB%D8%A9%E2%80%AD/@33.9043344,-6.952841,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda71279ce8a7f03:0x6f6325abfca7dfcb!8m2!3d33.9043344!4d-6.9178221?hl=en","W33J+PV Temara, Morocco","33,9043344","-6,9178221","33,9043344-6,9178221"
Pharmacie Sidi Benacher,+212 5376-16478,Temara,,"19 Lotissement Hassania, Temara, Témara 12000, Maroc","https://www.google.com/maps/place/Lamia+Pharmacy/@33.9054179,-7.2031509,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Kenitra+Morocco!6e2!3m4!1s0xda70d81b6c54b53:0x15b235b18f0b271!8m2!3d33.9054179!4d-6.9229995?hl=en","W34G+5R Temara, Morocco","33,9054179","-6,9229995","33,9054179-6,9229995"
Pharmacie tahri صيدلية الطاهرى,+212 5376-16227,Témara 12000,,"25 Lotissement Al Jid, Skhirat Temara, Témara 12000, Maroc","https://www.google.com/maps/place/Pharmacie+Fadel/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda7129b95230c99:0x61b13c64fbe955dc!8m2!3d33.929956!4d-6.91434?hl=en",,"33,929956","-6,91434","33,929956-6,91434"
Pharmacie Sidi Larbi Boujemaâ,+212 5376-16060,Temara,,"R322, Témara, Maroc","https://www.google.com/maps/place/pharmacie+la+grande+Mosqu%C3%A9e/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d440fc64799:0x47cd3bacc8d65538!8m2!3d33.941367!4d-6.9366629?hl=en","W3R7+G8 Temara, Morocco","33,941367","-6,9366629","33,941367-6,9366629"
Pharmacie SIJILMASSA,+212 5376-14550,Temara,,"Boulevard Sahl Rhone, Témara, Maroc","https://www.google.com/maps/place/Pharmacie+Jardins+Loudaya/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda712c0737d887b:0xcef51c98f39f108c!8m2!3d33.939349!4d-6.8991137?hl=en","W4Q2+P9 Temara, Morocco","33,939349","-6,8991137","33,939349-6,8991137"
Pharmacie smimou,+212 5376-13693,Temara,,"Résidence Imane, Avenue Tarik Ibn Ziad, Témara, Maroc","https://www.google.com/maps/place/Pharmacie+Anniema/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda712625d23eced:0x3ef6f956c2612e45!8m2!3d33.9136473!4d-6.9068934?hl=en","W37V+F6 Temara, Morocco","33,9136473","-6,9068934","33,9136473-6,9068934"
Pharmacie Sunday Market,+212 5376-13179,Temara,,"Lotissement Cherkaoui, Magasin N:1, En face du collège Imam Malik Ain Attiq، Temara 12040, Maroc","https://www.google.com/maps/place/Pharmacie+Al+Amal/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70db704896345:0x7418ff9be2cf8334!8m2!3d33.8935276!4d-6.955477?hl=en","V2VV+CR Temara, Morocco","33,8935276","-6,955477","33,8935276-6,955477"
Pharmacie SMIRI,+212 5376-12885,Temara,,"Temara, Maroc","https://www.google.com/maps/place/Pharmacie+Najm/@33.8925214,-6.9958013,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70db5ac7fbb87:0xea20f6939b8ac613!8m2!3d33.8925214!4d-6.9607824?hl=en","V2VQ+2M Temara, Morocco","33,8925214","-6,9607824","33,8925214-6,9607824"
Pharmacie soulaiman,+212 5376-11884,Temara,,"Temara, Maroc","https://www.google.com/maps/place/Pharmacie+Oum+Aicha/@33.9057879,-6.94728,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda71364b1129f69:0xdf10c46d9dc3c7d2!8m2!3d33.9057879!4d-6.9122611?hl=en","W34Q+83 Temara, Morocco","33,9057879","-6,9122611","33,9057879-6,9122611"
